OBJECTID,ACCIDENT_NO,ACCIDENT_DATE,FD_FIRST_DATE_OF_YEAR,FD_YESTERDAY_DATE_OF_YEAR,INCLUDE_IN_EQUIVALENT_PERIOD,ACCIDENT_TIME,NODE_ID,PERSON_ID,SEX,AGE,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,NO_OF_VEHICLES,LGA_NAME,STAT_DIV_NAME,NODE_TYPE,NODE_TYPE_DESC,ROAD_NUM,ROAD_TYPE,X,Y,LOCATION_COUNT
1996413,T20180015818,1534809600000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,172800,337046,A,M,18,2,Drivers,4,Collision with a fixed object,1,CARDINIA,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1
1996414,T20170022040,1510963200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,222000,323800,A,M,66,2,Drivers,4,Collision with a fixed object,1,SOUTH GIPPSLAND,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996415,T20180021940,1542844800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,141500,339509,B,M,87,2,Drivers,1,Collision with vehicle,2,EAST GIPPSLAND,Country,N,Non Intersection,2510,Declared Road,,,2
1996416,T20180023752,1545004800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,013000,51693,03,F,21,3,Passengers,1,Collision with vehicle,2,BENDIGO,Bendigo,I,Intersection,9999,Non Declared Road,,,1
1996417,T20190002435,1549584000000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,121000,59607,A,M,88,2,Drivers,1,Collision with vehicle,2,BENDIGO,Bendigo,I,Intersection,5217,Declared Road,,,1
1996418,T20150017254,1439856000000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,201600,292936,01,M,60,1,Pedestrians,2,Struck Pedestrian,1,BENALLA,Country,N,Non Intersection,5047,Declared Road,,,1
1996419,T20170016979,1504396800000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,043000,322127,A,M,20,4,Motorcyclists,4,Collision with a fixed object,1,MELTON,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1
1996420,T20150018130,1440979200000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,173000,293589,A,F,19,2,Drivers,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,N,Non Intersection,2230,Declared Road,,,1
1996421,T20170021612,1510531200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,080400,323584,A,M,35,6,Bicyclists,1,Collision with vehicle,2,DAREBIN,Melbourne - Inner,N,Non Intersection,9999,Non Declared Road,,,1
1996422,T20190001196,1547942400000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,213000,341344,A,M,20,4,Motorcyclists,1,Collision with vehicle,2,GLENELG,Country,N,Non Intersection,2500,Declared Road,,,1
1996423,T20160027156,1481846400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,150500,311873,07,F,68,3,Passengers,1,Collision with vehicle,2,CAMPASPE,Country,N,Non Intersection,2540,Declared Road,,,1
1996424,T20170024389,1513814400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,121900,19409,A,M,71,2,Drivers,1,Collision with vehicle,2,BENDIGO,Bendigo,I,Intersection,9999,Non Declared Road,,,1
1996425,T20190007191,1555286400000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,201100,35342,A,M,24,4,Motorcyclists,1,Collision with vehicle,3,YARRA,Melbourne - Inner,I,Intersection,5850,Declared Road,,,1
1996426,T20150019859,1443052800000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,211500,41734,A,M,48,2,Drivers,4,Collision with a fixed object,1,MONASH,Melbourne - South East,I,Intersection,5799,Declared Road,,,1
1996427,T20170012395,1498262400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,211500,43640,01,M,67,1,Pedestrians,2,Struck Pedestrian,1,CASEY,Melbourne - South East,I,Intersection,5163,Declared Road,,,1
1996428,T20190006324,1554249600000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,175100,343864,B,M,26,4,Motorcyclists,1,Collision with vehicle,2,BOROONDARA,Melbourne - Inner East,I,Intersection,9999,Non Declared Road,,,1
1996429,T20170008131,1492905600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,162000,317474,B,M,27,4,Motorcyclists,1,Collision with vehicle,2,(FRENCH ISLAND),Country,N,Non Intersection,9999,Non Declared Road,,,1
1996430,T20170023547,1512777600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,130000,324641,01,M,58,1,Pedestrians,2,Struck Pedestrian,1,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,5777,Declared Road,,,1
1996431,T20170013293,1499385600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,205300,319172,A,M,55,2,Drivers,1,Collision with vehicle,2,WHITTLESEA,Melbourne - North East,N,Non Intersection,5817,Declared Road,,,1
1996432,T20170005032,1489276800000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,010000,314992,A,M,19,2,Drivers,6,Vehicle overturned (no collision),1,HORSHAM,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996433,T20190000761,1547337600000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,173000,35425,03,F,84,3,Passengers,1,Collision with vehicle,3,BANYULE,Melbourne - North East,I,Intersection,2400,Declared Road,,,1
1996434,T20160023933,1478304000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,193000,310362,10,M,17,3,Passengers,1,Collision with vehicle,3,CASEY,Melbourne - South East,N,Non Intersection,5903,Declared Road,,,1
1996435,T20150016997,1439596800000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,121000,294158,01,F,27,3,Passengers,4,Collision with a fixed object,1,STRATHBOGIE,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996436,T20140023805,1416182400000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,130000,279716,01,M,23,3,Passengers,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,N,Non Intersection,2600,Declared Road,,,2
1996437,T20140023805,1416182400000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,130000,279716,A,M,23,2,Drivers,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,N,Non Intersection,2600,Declared Road,,,2
1996438,T20170006293,1490659200000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,141000,316465,A,M,54,4,Motorcyclists,4,Collision with a fixed object,1,SOUTHERN GRAMPIANS,Country,N,Non Intersection,5145,Declared Road,,,1
1996439,T20160025198,1479772800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,112800,40282,01,F,90,1,Pedestrians,2,Struck Pedestrian,1,GLEN EIRA,Melbourne - Inner South,I,Intersection,5295,Declared Road,,,1
1996440,T20170002491,1486512000000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,105500,313792,A,F,53,2,Drivers,4,Collision with a fixed object,1,BENALLA,Country,N,Non Intersection,2590,Declared Road,,,1
1996441,T20180021622,1542499200000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,140000,339826,A,M,51,2,Drivers,4,Collision with a fixed object,1,LODDON,Bendigo,N,Non Intersection,9999,Non Declared Road,,,1
1996442,T20170019583,1507939200000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,150900,322528,23,F,71,3,Passengers,6,Vehicle overturned (no collision),1,PYRENEES,Ballarat,N,Non Intersection,2700,Declared Road,,,2
1996443,T20160001863,1453852800000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,120500,44931,B,M,27,4,Motorcyclists,1,Collision with vehicle,2,BRIMBANK,Melbourne - West,I,Intersection,5502,Declared Road,,,1
1996444,T20180004461,1520467200000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,102000,327880,01,M,86,1,Pedestrians,2,Struck Pedestrian,1,MANNINGHAM,Melbourne - Inner East,N,Non Intersection,5391,Declared Road,,,1
1996445,T20180000549,1515542400000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,122300,43855,01,M,69,3,Passengers,1,Collision with vehicle,2,CASEY,Melbourne - South East,I,Intersection,2580,Declared Road,,,1
1996446,T20140007167,1396742400000,1388534400000,1397606400000,Include in Current Equivalent Period Road Deaths Reporting,190000,271077,A,M,29,2,Drivers,6,Vehicle overturned (no collision),1,ARARAT,Country,N,Non Intersection,2670,Declared Road,,,1
1996447,T20170011129,1496793600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,075100,318544,A,M,57,2,Drivers,1,Collision with vehicle,2,DANDENONG,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1
1996448,T20180005496,1521763200000,1514764800000,1523836800000,Include in Current Equivalent Period Road Deaths Reporting,140000,328558,03,M,81,1,Pedestrians,2,Struck Pedestrian,1,NILLUMBIK,Melbourne - North East,N,Non Intersection,5790,Declared Road,,,1
1996449,T20170017595,1505260800000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,070000,321652,A,M,21,2,Drivers,4,Collision with a fixed object,1,CAMPASPE,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996450,T20170023959,1513296000000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,113500,66216,B,M,43,4,Motorcyclists,1,Collision with vehicle,2,MAROONDAH,Melbourne - Outer East,I,Intersection,9999,Non Declared Road,,,1
1996451,T20150004307,1424995200000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,231000,282713,A,M,39,2,Drivers,4,Collision with a fixed object,1,BALLARAT,Ballarat,N,Non Intersection,2520,Declared Road,,,1
1996452,T20160001085,1452902400000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,150000,298608,A,M,73,2,Drivers,4,Collision with a fixed object,1,CASEY,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1
1996453,T20170019467,1507852800000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,033900,322487,A,M,18,2,Drivers,4,Collision with a fixed object,1,WODONGA,Country,N,Non Intersection,2790,Declared Road,,,1
1996454,T20160014905,1467936000000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,144600,305633,03,M,45,3,Passengers,1,Collision with vehicle,2,GLENELG,Country,N,Non Intersection,2500,Declared Road,,,1
1996455,T20140016337,1407369600000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,085800,274965,01,M,4,3,Passengers,1,Collision with vehicle,3,INDIGO,Country,N,Non Intersection,5464,Declared Road,,,3
1996456,T20140016337,1407369600000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,085800,274965,B,F,67,2,Drivers,1,Collision with vehicle,3,INDIGO,Country,N,Non Intersection,5464,Declared Road,,,3
1996457,T20140016337,1407369600000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,085800,274965,C,F,33,2,Drivers,1,Collision with vehicle,3,INDIGO,Country,N,Non Intersection,5464,Declared Road,,,3
1996458,T20160025244,1479772800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,133000,310890,A,M,33,2,Drivers,1,Collision with vehicle,2,SOUTH GIPPSLAND,Country,N,Non Intersection,2580,Declared Road,,,1
1996459,T20170010240,1495670400000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,152000,320340,B,M,22,4,Motorcyclists,1,Collision with vehicle,2,BANYULE,Melbourne - North East,N,Non Intersection,5747,Declared Road,,,1
1996460,T20150015602,1437868800000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,201400,62318,01,F,74,1,Pedestrians,2,Struck Pedestrian,2,MORELAND,Melbourne - North West,I,Intersection,9999,Non Declared Road,,,1
1996461,T20150016781,1439337600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,094400,292720,03,F,88,3,Passengers,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,N,Non Intersection,9999,Non Declared Road,,,2
1996462,T20150016781,1439337600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,094400,292720,04,F,91,3,Passengers,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,N,Non Intersection,9999,Non Declared Road,,,2
1996463,T20160026708,1481414400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,100000,311729,A,M,45,4,Motorcyclists,4,Collision with a fixed object,1,NILLUMBIK,Melbourne - North East,N,Non Intersection,5811,Declared Road,,,1
1996464,T20140003926,1393286400000,1388534400000,1397606400000,Include in Current Equivalent Period Road Deaths Reporting,020000,267278,A,M,64,2,Drivers,4,Collision with a fixed object,1,WELLINGTON,Country,N,Non Intersection,5543,Declared Road,,,1
1996465,T20180018352,1538179200000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,170500,17695,A,M,44,4,Motorcyclists,4,Collision with a fixed object,1,MURRINDINDI,Country,I,Intersection,2640,Declared Road,,,1
1996466,T20140013279,1403827200000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,210000,274055,01,M,57,3,Passengers,5,Collision with some other object,2,MOYNE,Country,N,Non Intersection,5124,Declared Road,,,3
1996467,T20140013279,1403827200000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,210000,274055,06,M,35,1,Pedestrians,5,Collision with some other object,2,MOYNE,Country,N,Non Intersection,5124,Declared Road,,,3
1996468,T20140013279,1403827200000,1388534400000,1397606400000,Include in Future Road Deaths Reporting,210000,274055,07,M,57,1,Pedestrians,5,Collision with some other object,2,MOYNE,Country,N,Non Intersection,5124,Declared Road,,,3
1996469,T20180016730,1536019200000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,111500,338838,A,M,83,2,Drivers,4,Collision with a fixed object,1,WANGARATTA,Country,N,Non Intersection,5524,Declared Road,,,1
1996470,T20160001900,1453852800000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,131000,298936,01,F,57,3,Passengers,1,Collision with vehicle,2,CORANGAMITE,Country,N,Non Intersection,5897,Declared Road,,,2
1996471,T20160001900,1453852800000,1451606400000,1460764800000,Include in Current Equivalent Period Road Deaths Reporting,131000,298936,A,M,64,2,Drivers,1,Collision with vehicle,2,CORANGAMITE,Country,N,Non Intersection,5897,Declared Road,,,2
1996472,T20150022176,1445817600000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,123000,295361,B,M,61,2,Drivers,1,Collision with vehicle,4,MOIRA,Country,N,Non Intersection,5419,Declared Road,,,1
1996473,T20180016007,1535068800000,1514764800000,1523836800000,Include in Future Road Deaths Reporting,150500,49305,A,F,32,2,Drivers,1,Collision with vehicle,2,CAMPASPE,Country,I,Intersection,5366,Declared Road,,,1
1996474,T20160009629,1462147200000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,221000,303031,A,M,21,2,Drivers,1,Collision with vehicle,3,SHEPPARTON,Country,N,Non Intersection,2640,Declared Road,,,1
1996475,T20150012365,1433980800000,1420070400000,1429142400000,Include in Future Road Deaths Reporting,071000,290416,A,M,40,6,Bicyclists,8,No collision and no object struck,1,SOUTH GIPPSLAND,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996476,T20160027168,1481846400000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,231000,311920,A,M,19,2,Drivers,4,Collision with a fixed object,1,MORNINGTON PENINSULA,Metro,N,Non Intersection,9999,Non Declared Road,,,1
1996477,T20170012462,1498348800000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,230300,38026,A,M,30,2,Drivers,1,Collision with vehicle,3,DAREBIN,Melbourne - Inner,I,Intersection,9999,Non Declared Road,,,1
1996478,T20160022963,1477180800000,1451606400000,1460764800000,Include in Future Road Deaths Reporting,133000,309712,A,M,18,2,Drivers,4,Collision with a fixed object,1,BALLARAT,Ballarat,N,Non Intersection,5087,Declared Road,,,1
1996479,T20150007146,1428105600000,1420070400000,1429142400000,Include in Current Equivalent Period Road Deaths Reporting,192000,287513,A,M,29,4,Motorcyclists,4,Collision with a fixed object,2,MORNINGTON PENINSULA,Metro,N,Non Intersection,9999,Non Declared Road,,,1
1996480,T20170009096,1494201600000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,140900,317128,A,F,26,2,Drivers,4,Collision with a fixed object,1,CENTRAL GOLDFIELDS,Ballarat,N,Non Intersection,5200,Declared Road,,,1
1996481,T20170006886,1491436800000,1483228800000,1492300800000,Include in Current Equivalent Period Road Deaths Reporting,022000,317167,A,M,40,2,Drivers,4,Collision with a fixed object,1,GOLDEN PLAINS,Country,N,Non Intersection,9999,Non Declared Road,,,1
1996482,T20190000287,1546646400000,1546300800000,1555372800000,Include in Current Equivalent Period Road Deaths Reporting,211700,340912,A,M,23,2,Drivers,4,Collision with a fixed object,1,YARRA RANGES,Melbourne - Outer East,N,Non Intersection,9999,Non Declared Road,,,1
1996483,T20170022564,1511568000000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,093000,324065,01,M,67,3,Passengers,1,Collision with vehicle,2,PYRENEES,Ballarat,N,Non Intersection,2520,Declared Road,,,2
1996484,T20170022564,1511568000000,1483228800000,1492300800000,Include in Future Road Deaths Reporting,093000,324065,A,F,31,2,Drivers,1,Collision with vehicle,2,PYRENEES,Ballarat,N,Non Intersection,2520,Declared Road,,,2
